Count_bfp_objects,Count_gfp_objects,FileName_bfp,FileName_gfp,ImageNumber
2489.0,29.0,"B11_-1_3_1_Stitched[DAPI 377,447]_019.tif","B11_-1_2_1_Stitched[GFP 469,525]_019.tif",44
2776.0,35.0,"B11_-1_3_1_Stitched[DAPI 377,447]_020.tif","B11_-1_2_1_Stitched[GFP 469,525]_020.tif",45
3117.0,39.0,"B11_-1_3_1_Stitched[DAPI 377,447]_021.tif","B11_-1_2_1_Stitched[GFP 469,525]_021.tif",46
3289.0,46.0,"B11_-1_3_1_Stitched[DAPI 377,447]_022.tif","B11_-1_2_1_Stitched[GFP 469,525]_022.tif",47
3740.0,54.0,"B11_-1_3_1_Stitched[DAPI 377,447]_023.tif","B11_-1_2_1_Stitched[GFP 469,525]_023.tif",48
3784.0,52.0,"B11_-1_3_1_Stitched[DAPI 377,447]_024.tif","B11_-1_2_1_Stitched[GFP 469,525]_024.tif",49
4093.0,54.0,"B11_-1_3_1_Stitched[DAPI 377,447]_025.tif","B11_-1_2_1_Stitched[GFP 469,525]_025.tif",50
440.0,0.0,"B2_-1_3_1_Stitched[DAPI 377,447]_001.tif","B2_-1_2_1_Stitched[GFP 469,525]_001.tif",51
625.0,12.0,"B2_-1_3_1_Stitched[DAPI 377,447]_002.tif","B2_-1_2_1_Stitched[GFP 469,525]_002.tif",52
624.0,9.0,"B2_-1_3_1_Stitched[DAPI 377,447]_003.tif","B2_-1_2_1_Stitched[GFP 469,525]_003.tif",53
691.0,10.0,"B2_-1_3_1_Stitched[DAPI 377,447]_004.tif","B2_-1_2_1_Stitched[GFP 469,525]_004.tif",54
736.0,14.0,"B2_-1_3_1_Stitched[DAPI 377,447]_005.tif","B2_-1_2_1_Stitched[GFP 469,525]_005.tif",55
790.0,15.0,"B2_-1_3_1_Stitched[DAPI 377,447]_006.tif","B2_-1_2_1_Stitched[GFP 469,525]_006.tif",56
844.0,14.0,"B2_-1_3_1_Stitched[DAPI 377,447]_007.tif","B2_-1_2_1_Stitched[GFP 469,525]_007.tif",57
903.0,12.0,"B2_-1_3_1_Stitched[DAPI 377,447]_008.tif","B2_-1_2_1_Stitched[GFP 469,525]_008.tif",58
1015.0,13.0,"B2_-1_3_1_Stitched[DAPI 377,447]_009.tif","B2_-1_2_1_Stitched[GFP 469,525]_009.tif",59
1124.0,12.0,"B2_-1_3_1_Stitched[DAPI 377,447]_010.tif","B2_-1_2_1_Stitched[GFP 469,525]_010.tif",60
1235.0,15.0,"B2_-1_3_1_Stitched[DAPI 377,447]_011.tif","B2_-1_2_1_Stitched[GFP 469,525]_011.tif",61
1428.0,15.0,"B2_-1_3_1_Stitched[DAPI 377,447]_012.tif","B2_-1_2_1_Stitched[GFP 469,525]_012.tif",62
1599.0,15.0,"B2_-1_3_1_Stitched[DAPI 377,447]_013.tif","B2_-1_2_1_Stitched[GFP 469,525]_013.tif",63
1816.0,18.0,"B2_-1_3_1_Stitched[DAPI 377,447]_014.tif","B2_-1_2_1_Stitched[GFP 469,525]_014.tif",64
2007.0,15.0,"B2_-1_3_1_Stitched[DAPI 377,447]_015.tif","B2_-1_2_1_Stitched[GFP 469,525]_015.tif",65
2193.0,19.0,"B2_-1_3_1_Stitched[DAPI 377,447]_016.tif","B2_-1_2_1_Stitched[GFP 469,525]_016.tif",66
2490.0,20.0,"B2_-1_3_1_Stitched[DAPI 377,447]_017.tif","B2_-1_2_1_Stitched[GFP 469,525]_017.tif",67
2736.0,23.0,"B2_-1_3_1_Stitched[DAPI 377,447]_018.tif","B2_-1_2_1_Stitched[GFP 469,525]_018.tif",68
3136.0,24.0,"B2_-1_3_1_Stitched[DAPI 377,447]_019.tif","B2_-1_2_1_Stitched[GFP 469,525]_019.tif",69
3603.0,21.0,"B2_-1_3_1_Stitched[DAPI 377,447]_020.tif","B2_-1_2_1_Stitched[GFP 469,525]_020.tif",70
3888.0,21.0,"B2_-1_3_1_Stitched[DAPI 377,447]_021.tif","B2_-1_2_1_Stitched[GFP 469,525]_021.tif",71
4382.0,27.0,"B2_-1_3_1_Stitched[DAPI 377,447]_022.tif","B2_-1_2_1_Stitched[GFP 469,525]_022.tif",72
4938.0,30.0,"B2_-1_3_1_Stitched[DAPI 377,447]_023.tif","B2_-1_2_1_Stitched[GFP 469,525]_023.tif",73
5481.0,29.0,"B2_-1_3_1_Stitched[DAPI 377,447]_024.tif","B2_-1_2_1_Stitched[GFP 469,525]_024.tif",74
6091.0,30.0,"B2_-1_3_1_Stitched[DAPI 377,447]_025.tif","B2_-1_2_1_Stitched[GFP 469,525]_025.tif",75
515.0,0.0,"B3_-1_3_1_Stitched[DAPI 377,447]_001.tif","B3_-1_2_1_Stitched[GFP 469,525]_001.tif",76
615.0,12.0,"B3_-1_3_1_Stitched[DAPI 377,447]_002.tif","B3_-1_2_1_Stitched[GFP 469,525]_002.tif",77
648.0,15.0,"B3_-1_3_1_Stitched[DAPI 377,447]_003.tif","B3_-1_2_1_Stitched[GFP 469,525]_003.tif",78
675.0,15.0,"B3_-1_3_1_Stitched[DAPI 377,447]_004.tif","B3_-1_2_1_Stitched[GFP 469,525]_004.tif",79
718.0,7.0,"B3_-1_3_1_Stitched[DAPI 377,447]_005.tif","B3_-1_2_1_Stitched[GFP 469,525]_005.tif",80
766.0,8.0,"B3_-1_3_1_Stitched[DAPI 377,447]_006.tif","B3_-1_2_1_Stitched[GFP 469,525]_006.tif",81
810.0,8.0,"B3_-1_3_1_Stitched[DAPI 377,447]_007.tif","B3_-1_2_1_Stitched[GFP 469,525]_007.tif",82
903.0,9.0,"B3_-1_3_1_Stitched[DAPI 377,447]_008.tif","B3_-1_2_1_Stitched[GFP 469,525]_008.tif",83
1013.0,10.0,"B3_-1_3_1_Stitched[DAPI 377,447]_009.tif","B3_-1_2_1_Stitched[GFP 469,525]_009.tif",84
1187.0,8.0,"B3_-1_3_1_Stitched[DAPI 377,447]_010.tif","B3_-1_2_1_Stitched[GFP 469,525]_010.tif",85
1298.0,10.0,"B3_-1_3_1_Stitched[DAPI 377,447]_011.tif","B3_-1_2_1_Stitched[GFP 469,525]_011.tif",86
1433.0,14.0,"B3_-1_3_1_Stitched[DAPI 377,447]_012.tif","B3_-1_2_1_Stitched[GFP 469,525]_012.tif",87
1594.0,11.0,"B3_-1_3_1_Stitched[DAPI 377,447]_013.tif","B3_-1_2_1_Stitched[GFP 469,525]_013.tif",88
1747.0,11.0,"B3_-1_3_1_Stitched[DAPI 377,447]_014.tif","B3_-1_2_1_Stitched[GFP 469,525]_014.tif",89
1961.0,11.0,"B3_-1_3_1_Stitched[DAPI 377,447]_015.tif","B3_-1_2_1_Stitched[GFP 469,525]_015.tif",90
2064.0,14.0,"B3_-1_3_1_Stitched[DAPI 377,447]_016.tif","B3_-1_2_1_Stitched[GFP 469,525]_016.tif",91
2369.0,16.0,"B3_-1_3_1_Stitched[DAPI 377,447]_017.tif","B3_-1_2_1_Stitched[GFP 469,525]_017.tif",92
2609.0,16.0,"B3_-1_3_1_Stitched[DAPI 377,447]_018.tif","B3_-1_2_1_Stitched[GFP 469,525]_018.tif",93
2918.0,13.0,"B3_-1_3_1_Stitched[DAPI 377,447]_019.tif","B3_-1_2_1_Stitched[GFP 469,525]_019.tif",94
3341.0,12.0,"B3_-1_3_1_Stitched[DAPI 377,447]_020.tif","B3_-1_2_1_Stitched[GFP 469,525]_020.tif",95
3697.0,15.0,"B3_-1_3_1_Stitched[DAPI 377,447]_021.tif","B3_-1_2_1_Stitched[GFP 469,525]_021.tif",96
4236.0,18.0,"B3_-1_3_1_Stitched[DAPI 377,447]_022.tif","B3_-1_2_1_Stitched[GFP 469,525]_022.tif",97
4597.0,20.0,"B3_-1_3_1_Stitched[DAPI 377,447]_023.tif","B3_-1_2_1_Stitched[GFP 469,525]_023.tif",98
5189.0,21.0,"B3_-1_3_1_Stitched[DAPI 377,447]_024.tif","B3_-1_2_1_Stitched[GFP 469,525]_024.tif",99
6082.0,16.0,"B3_-1_3_1_Stitched[DAPI 377,447]_025.tif","B3_-1_2_1_Stitched[GFP 469,525]_025.tif",100
415.0,22.0,"B4_-1_3_1_Stitched[DAPI 377,447]_001.tif","B4_-1_2_1_Stitched[GFP 469,525]_001.tif",101
628.0,3.0,"B4_-1_3_1_Stitched[DAPI 377,447]_002.tif","B4_-1_2_1_Stitched[GFP 469,525]_002.tif",102
619.0,6.0,"B4_-1_3_1_Stitched[DAPI 377,447]_003.tif","B4_-1_2_1_Stitched[GFP 469,525]_003.tif",103
652.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_004.tif","B4_-1_2_1_Stitched[GFP 469,525]_004.tif",104
717.0,3.0,"B4_-1_3_1_Stitched[DAPI 377,447]_005.tif","B4_-1_2_1_Stitched[GFP 469,525]_005.tif",105
737.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_006.tif","B4_-1_2_1_Stitched[GFP 469,525]_006.tif",106
818.0,2.0,"B4_-1_3_1_Stitched[DAPI 377,447]_007.tif","B4_-1_2_1_Stitched[GFP 469,525]_007.tif",107
877.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_008.tif","B4_-1_2_1_Stitched[GFP 469,525]_008.tif",108
991.0,3.0,"B4_-1_3_1_Stitched[DAPI 377,447]_009.tif","B4_-1_2_1_Stitched[GFP 469,525]_009.tif",109
1181.0,3.0,"B4_-1_3_1_Stitched[DAPI 377,447]_010.tif","B4_-1_2_1_Stitched[GFP 469,525]_010.tif",110
1281.0,6.0,"B4_-1_3_1_Stitched[DAPI 377,447]_011.tif","B4_-1_2_1_Stitched[GFP 469,525]_011.tif",111
1386.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_012.tif","B4_-1_2_1_Stitched[GFP 469,525]_012.tif",112
1577.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_013.tif","B4_-1_2_1_Stitched[GFP 469,525]_013.tif",113
1778.0,6.0,"B4_-1_3_1_Stitched[DAPI 377,447]_014.tif","B4_-1_2_1_Stitched[GFP 469,525]_014.tif",114
1865.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_015.tif","B4_-1_2_1_Stitched[GFP 469,525]_015.tif",115
2168.0,7.0,"B4_-1_3_1_Stitched[DAPI 377,447]_016.tif","B4_-1_2_1_Stitched[GFP 469,525]_016.tif",116
2459.0,8.0,"B4_-1_3_1_Stitched[DAPI 377,447]_017.tif","B4_-1_2_1_Stitched[GFP 469,525]_017.tif",117
2776.0,4.0,"B4_-1_3_1_Stitched[DAPI 377,447]_018.tif","B4_-1_2_1_Stitched[GFP 469,525]_018.tif",118
3123.0,8.0,"B4_-1_3_1_Stitched[DAPI 377,447]_019.tif","B4_-1_2_1_Stitched[GFP 469,525]_019.tif",119
3458.0,13.0,"B4_-1_3_1_Stitched[DAPI 377,447]_020.tif","B4_-1_2_1_Stitched[GFP 469,525]_020.tif",120
3848.0,13.0,"B4_-1_3_1_Stitched[DAPI 377,447]_021.tif","B4_-1_2_1_Stitched[GFP 469,525]_021.tif",121
4374.0,10.0,"B4_-1_3_1_Stitched[DAPI 377,447]_022.tif","B4_-1_2_1_Stitched[GFP 469,525]_022.tif",122
5030.0,13.0,"B4_-1_3_1_Stitched[DAPI 377,447]_023.tif","B4_-1_2_1_Stitched[GFP 469,525]_023.tif",123
5427.0,17.0,"B4_-1_3_1_Stitched[DAPI 377,447]_024.tif","B4_-1_2_1_Stitched[GFP 469,525]_024.tif",124
6085.0,18.0,"B4_-1_3_1_Stitched[DAPI 377,447]_025.tif","B4_-1_2_1_Stitched[GFP 469,525]_025.tif",125
494.0,61.0,"B5_-1_3_1_Stitched[DAPI 377,447]_001.tif","B5_-1_2_1_Stitched[GFP 469,525]_001.tif",126
667.0,7.0,"B5_-1_3_1_Stitched[DAPI 377,447]_002.tif","B5_-1_2_1_Stitched[GFP 469,525]_002.tif",127
675.0,6.0,"B5_-1_3_1_Stitched[DAPI 377,447]_003.tif","B5_-1_2_1_Stitched[GFP 469,525]_003.tif",128
728.0,3.0,"B5_-1_3_1_Stitched[DAPI 377,447]_004.tif","B5_-1_2_1_Stitched[GFP 469,525]_004.tif",129
767.0,4.0,"B5_-1_3_1_Stitched[DAPI 377,447]_005.tif","B5_-1_2_1_Stitched[GFP 469,525]_005.tif",130
780.0,4.0,"B5_-1_3_1_Stitched[DAPI 377,447]_006.tif","B5_-1_2_1_Stitched[GFP 469,525]_006.tif",131
851.0,4.0,"B5_-1_3_1_Stitched[DAPI 377,447]_007.tif","B5_-1_2_1_Stitched[GFP 469,525]_007.tif",132
935.0,2.0,"B5_-1_3_1_Stitched[DAPI 377,447]_008.tif","B5_-1_2_1_Stitched[GFP 469,525]_008.tif",133
1044.0,4.0,"B5_-1_3_1_Stitched[DAPI 377,447]_009.tif","B5_-1_2_1_Stitched[GFP 469,525]_009.tif",134
1197.0,1.0,"B5_-1_3_1_Stitched[DAPI 377,447]_010.tif","B5_-1_2_1_Stitched[GFP 469,525]_010.tif",135
1369.0,0.0,"B5_-1_3_1_Stitched[DAPI 377,447]_011.tif","B5_-1_2_1_Stitched[GFP 469,525]_011.tif",136
1511.0,2.0,"B5_-1_3_1_Stitched[DAPI 377,447]_012.tif","B5_-1_2_1_Stitched[GFP 469,525]_012.tif",137
1688.0,6.0,"B5_-1_3_1_Stitched[DAPI 377,447]_013.tif","B5_-1_2_1_Stitched[GFP 469,525]_013.tif",138
1847.0,5.0,"B5_-1_3_1_Stitched[DAPI 377,447]_014.tif","B5_-1_2_1_Stitched[GFP 469,525]_014.tif",139
2077.0,4.0,"B5_-1_3_1_Stitched[DAPI 377,447]_015.tif","B5_-1_2_1_Stitched[GFP 469,525]_015.tif",140
2301.0,4.0,"B5_-1_3_1_Stitched[DAPI 377,447]_016.tif","B5_-1_2_1_Stitched[GFP 469,525]_016.tif",141
2541.0,5.0,"B5_-1_3_1_Stitched[DAPI 377,447]_017.tif","B5_-1_2_1_Stitched[GFP 469,525]_017.tif",142
2882.0,2.0,"B5_-1_3_1_Stitched[DAPI 377,447]_018.tif","B5_-1_2_1_Stitched[GFP 469,525]_018.tif",143
3289.0,3.0,"B5_-1_3_1_Stitched[DAPI 377,447]_019.tif","B5_-1_2_1_Stitched[GFP 469,525]_019.tif",144
3607.0,7.0,"B5_-1_3_1_Stitched[DAPI 377,447]_020.tif","B5_-1_2_1_Stitched[GFP 469,525]_020.tif",145
4032.0,6.0,"B5_-1_3_1_Stitched[DAPI 377,447]_021.tif","B5_-1_2_1_Stitched[GFP 469,525]_021.tif",146
4447.0,14.0,"B5_-1_3_1_Stitched[DAPI 377,447]_022.tif","B5_-1_2_1_Stitched[GFP 469,525]_022.tif",147
5074.0,14.0,"B5_-1_3_1_Stitched[DAPI 377,447]_023.tif","B5_-1_2_1_Stitched[GFP 469,525]_023.tif",148
5729.0,10.0,"B5_-1_3_1_Stitched[DAPI 377,447]_024.tif","B5_-1_2_1_Stitched[GFP 469,525]_024.tif",149
6308.0,9.0,"B5_-1_3_1_Stitched[DAPI 377,447]_025.tif","B5_-1_2_1_Stitched[GFP 469,525]_025.tif",150
640.0,99.0,"B6_-1_3_1_Stitched[DAPI 377,447]_001.tif","B6_-1_2_1_Stitched[GFP 469,525]_001.tif",151
801.0,18.0,"B6_-1_3_1_Stitched[DAPI 377,447]_002.tif","B6_-1_2_1_Stitched[GFP 469,525]_002.tif",152
833.0,16.0,"B6_-1_3_1_Stitched[DAPI 377,447]_003.tif","B6_-1_2_1_Stitched[GFP 469,525]_003.tif",153
835.0,16.0,"B6_-1_3_1_Stitched[DAPI 377,447]_004.tif","B6_-1_2_1_Stitched[GFP 469,525]_004.tif",154
879.0,12.0,"B6_-1_3_1_Stitched[DAPI 377,447]_005.tif","B6_-1_2_1_Stitched[GFP 469,525]_005.tif",155
934.0,14.0,"B6_-1_3_1_Stitched[DAPI 377,447]_006.tif","B6_-1_2_1_Stitched[GFP 469,525]_006.tif",156
977.0,10.0,"B6_-1_3_1_Stitched[DAPI 377,447]_007.tif","B6_-1_2_1_Stitched[GFP 469,525]_007.tif",157
1124.0,14.0,"B6_-1_3_1_Stitched[DAPI 377,447]_008.tif","B6_-1_2_1_Stitched[GFP 469,525]_008.tif",158
1208.0,13.0,"B6_-1_3_1_Stitched[DAPI 377,447]_009.tif","B6_-1_2_1_Stitched[GFP 469,525]_009.tif",159
1363.0,13.0,"B6_-1_3_1_Stitched[DAPI 377,447]_010.tif","B6_-1_2_1_Stitched[GFP 469,525]_010.tif",160
1508.0,15.0,"B6_-1_3_1_Stitched[DAPI 377,447]_011.tif","B6_-1_2_1_Stitched[GFP 469,525]_011.tif",161
1667.0,11.0,"B6_-1_3_1_Stitched[DAPI 377,447]_012.tif","B6_-1_2_1_Stitched[GFP 469,525]_012.tif",162
1859.0,11.0,"B6_-1_3_1_Stitched[DAPI 377,447]_013.tif","B6_-1_2_1_Stitched[GFP 469,525]_013.tif",163
2091.0,17.0,"B6_-1_3_1_Stitched[DAPI 377,447]_014.tif","B6_-1_2_1_Stitched[GFP 469,525]_014.tif",164
2302.0,11.0,"B6_-1_3_1_Stitched[DAPI 377,447]_015.tif","B6_-1_2_1_Stitched[GFP 469,525]_015.tif",165
2601.0,9.0,"B6_-1_3_1_Stitched[DAPI 377,447]_016.tif","B6_-1_2_1_Stitched[GFP 469,525]_016.tif",166
2915.0,15.0,"B6_-1_3_1_Stitched[DAPI 377,447]_017.tif","B6_-1_2_1_Stitched[GFP 469,525]_017.tif",167
3306.0,12.0,"B6_-1_3_1_Stitched[DAPI 377,447]_018.tif","B6_-1_2_1_Stitched[GFP 469,525]_018.tif",168
3651.0,14.0,"B6_-1_3_1_Stitched[DAPI 377,447]_019.tif","B6_-1_2_1_Stitched[GFP 469,525]_019.tif",169
4082.0,15.0,"B6_-1_3_1_Stitched[DAPI 377,447]_020.tif","B6_-1_2_1_Stitched[GFP 469,525]_020.tif",170
4656.0,16.0,"B6_-1_3_1_Stitched[DAPI 377,447]_021.tif","B6_-1_2_1_Stitched[GFP 469,525]_021.tif",171
5139.0,23.0,"B6_-1_3_1_Stitched[DAPI 377,447]_022.tif","B6_-1_2_1_Stitched[GFP 469,525]_022.tif",172
5662.0,22.0,"B6_-1_3_1_Stitched[DAPI 377,447]_023.tif","B6_-1_2_1_Stitched[GFP 469,525]_023.tif",173
6144.0,23.0,"B6_-1_3_1_Stitched[DAPI 377,447]_024.tif","B6_-1_2_1_Stitched[GFP 469,525]_024.tif",174
6870.0,23.0,"B6_-1_3_1_Stitched[DAPI 377,447]_025.tif","B6_-1_2_1_Stitched[GFP 469,525]_025.tif",175
534.0,62.0,"B7_-1_3_1_Stitched[DAPI 377,447]_001.tif","B7_-1_2_1_Stitched[GFP 469,525]_001.tif",176
645.0,5.0,"B7_-1_3_1_Stitched[DAPI 377,447]_002.tif","B7_-1_2_1_Stitched[GFP 469,525]_002.tif",177
631.0,3.0,"B7_-1_3_1_Stitched[DAPI 377,447]_003.tif","B7_-1_2_1_Stitched[GFP 469,525]_003.tif",178
660.0,5.0,"B7_-1_3_1_Stitched[DAPI 377,447]_004.tif","B7_-1_2_1_Stitched[GFP 469,525]_004.tif",179
707.0,6.0,"B7_-1_3_1_Stitched[DAPI 377,447]_005.tif","B7_-1_2_1_Stitched[GFP 469,525]_005.tif",180
791.0,1.0,"B7_-1_3_1_Stitched[DAPI 377,447]_006.tif","B7_-1_2_1_Stitched[GFP 469,525]_006.tif",181
783.0,6.0,"B7_-1_3_1_Stitched[DAPI 377,447]_007.tif","B7_-1_2_1_Stitched[GFP 469,525]_007.tif",182
833.0,8.0,"B7_-1_3_1_Stitched[DAPI 377,447]_008.tif","B7_-1_2_1_Stitched[GFP 469,525]_008.tif",183
983.0,10.0,"B7_-1_3_1_Stitched[DAPI 377,447]_009.tif","B7_-1_2_1_Stitched[GFP 469,525]_009.tif",184
1074.0,6.0,"B7_-1_3_1_Stitched[DAPI 377,447]_010.tif","B7_-1_2_1_Stitched[GFP 469,525]_010.tif",185
1129.0,5.0,"B7_-1_3_1_Stitched[DAPI 377,447]_011.tif","B7_-1_2_1_Stitched[GFP 469,525]_011.tif",186
1369.0,7.0,"B7_-1_3_1_Stitched[DAPI 377,447]_012.tif","B7_-1_2_1_Stitched[GFP 469,525]_012.tif",187
1438.0,10.0,"B7_-1_3_1_Stitched[DAPI 377,447]_013.tif","B7_-1_2_1_Stitched[GFP 469,525]_013.tif",188
1646.0,9.0,"B7_-1_3_1_Stitched[DAPI 377,447]_014.tif","B7_-1_2_1_Stitched[GFP 469,525]_014.tif",189
1861.0,7.0,"B7_-1_3_1_Stitched[DAPI 377,447]_015.tif","B7_-1_2_1_Stitched[GFP 469,525]_015.tif",190
2080.0,11.0,"B7_-1_3_1_Stitched[DAPI 377,447]_016.tif","B7_-1_2_1_Stitched[GFP 469,525]_016.tif",191
2329.0,8.0,"B7_-1_3_1_Stitched[DAPI 377,447]_017.tif","B7_-1_2_1_Stitched[GFP 469,525]_017.tif",192
2645.0,13.0,"B7_-1_3_1_Stitched[DAPI 377,447]_018.tif","B7_-1_2_1_Stitched[GFP 469,525]_018.tif",193
2939.0,11.0,"B7_-1_3_1_Stitched[DAPI 377,447]_019.tif","B7_-1_2_1_Stitched[GFP 469,525]_019.tif",194
3308.0,13.0,"B7_-1_3_1_Stitched[DAPI 377,447]_020.tif","B7_-1_2_1_Stitched[GFP 469,525]_020.tif",195
3560.0,12.0,"B7_-1_3_1_Stitched[DAPI 377,447]_021.tif","B7_-1_2_1_Stitched[GFP 469,525]_021.tif",196
