Count_gfp_objects,Count_rfp_objects,FileName_gfp,FileName_rfp,ImageNumber
703.0,1.0,"B10_-1_2_1_Stitched[GFP 469,525]_001.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_001.tif",1
835.0,4.0,"B10_-1_2_1_Stitched[GFP 469,525]_002.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_002.tif",2
889.0,1.0,"B10_-1_2_1_Stitched[GFP 469,525]_003.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_003.tif",3
971.0,1.0,"B10_-1_2_1_Stitched[GFP 469,525]_004.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_004.tif",4
1017.0,1.0,"B10_-1_2_1_Stitched[GFP 469,525]_005.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_005.tif",5
1103.0,2.0,"B10_-1_2_1_Stitched[GFP 469,525]_006.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_006.tif",6
1293.0,2.0,"B10_-1_2_1_Stitched[GFP 469,525]_007.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_007.tif",7
1527.0,5.0,"B10_-1_2_1_Stitched[GFP 469,525]_008.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_008.tif",8
1752.0,7.0,"B10_-1_2_1_Stitched[GFP 469,525]_009.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_009.tif",9
1935.0,4.0,"B10_-1_2_1_Stitched[GFP 469,525]_010.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_010.tif",10
2227.0,3.0,"B10_-1_2_1_Stitched[GFP 469,525]_011.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_011.tif",11
2589.0,0.0,"B10_-1_2_1_Stitched[GFP 469,525]_012.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_012.tif",12
2994.0,8.0,"B10_-1_2_1_Stitched[GFP 469,525]_013.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_013.tif",13
3459.0,19.0,"B10_-1_2_1_Stitched[GFP 469,525]_014.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_014.tif",14
3911.0,12.0,"B10_-1_2_1_Stitched[GFP 469,525]_015.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_015.tif",15
4545.0,12.0,"B10_-1_2_1_Stitched[GFP 469,525]_016.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_016.tif",16
5240.0,16.0,"B10_-1_2_1_Stitched[GFP 469,525]_017.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_017.tif",17
5972.0,23.0,"B10_-1_2_1_Stitched[GFP 469,525]_018.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_018.tif",18
6668.0,26.0,"B10_-1_2_1_Stitched[GFP 469,525]_019.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_019.tif",19
7361.0,20.0,"B10_-1_2_1_Stitched[GFP 469,525]_020.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_020.tif",20
8072.0,16.0,"B10_-1_2_1_Stitched[GFP 469,525]_021.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_021.tif",21
8648.0,14.0,"B10_-1_2_1_Stitched[GFP 469,525]_022.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_022.tif",22
9303.0,19.0,"B10_-1_2_1_Stitched[GFP 469,525]_023.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_023.tif",23
9815.0,25.0,"B10_-1_2_1_Stitched[GFP 469,525]_024.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_024.tif",24
10378.0,24.0,"B10_-1_2_1_Stitched[GFP 469,525]_025.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_025.tif",25
10623.0,16.0,"B10_-1_2_1_Stitched[GFP 469,525]_026.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_026.tif",26
10899.0,21.0,"B10_-1_2_1_Stitched[GFP 469,525]_027.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_027.tif",27
11099.0,19.0,"B10_-1_2_1_Stitched[GFP 469,525]_028.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_028.tif",28
11315.0,28.0,"B10_-1_2_1_Stitched[GFP 469,525]_029.tif","B10_-1_3_1_Stitched[Texas Red 586,647]_029.tif",29
